review_status,doug_checked,carol_checked,exclude,excl_reason,incl_scr,incl_delphi,review_group,term_name,term_label,scr_def,delphi_def,working_def,def_doug,term_description,term_background,eval_methods,team_notes,scr_is_a,scr_relationships,scr_exact_synonym,scr_broad_synonym,delphi_is_a,delphi_relationships,delphi_exact_synonym,delphi_broad_synonym,delphi_see_also,data_visualization_related,obo_id,uri,terms_example,ontology,last_updated,Data quality,version
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,TBD,dataManagementAndStorage,Data management and storage,"Appropriate use and documentation of data management systems for processing information, including data processing protocols, and effective use of data verification procedures and of data storage and back-up procedures.","Appropriate use and documentation of data management systems for processing information, including data processing protocols, and effective use of data verification procedures and of data storage and back-up procedures.","How surveillance data is managed and stored (Muellner 2018).

Data storage and management: Appropriate use and documentation of data management systems for processing information, including data processing protocols, and effective use of data verification procedures and of data storage and back-up procedures (Hoinville 2013).",N/A,"Appropriate use and documentation of data management systems for processing information, including data processing protocols and effective use of data verification procedures, data storage and back-up protocols. Measures taken to assure authorised computer system access and to maintain confidentiality where needed. Is there a dedicated custodian? Data management is a broad area concerning the collation, storage and maintenance of data, including but not limited to matters of data quality, accessibility, usefulness and security. Assessing this attribute will require an intimate understanding of the data storage and management systems employed by the surveillance activity. 

Data management is a broad area concerning the collation, storage and maintenance of data, including but not limited to matters of data quality, accessibility, usefulness and security. Assessing this attribute will require an intimate understanding of the data systems employed by the surveillance activity.

Data management and storage involve the systematic handling, processing, and safeguarding of data throughout its lifecycle. This includes ensuring data quality, accessibility, and security. Effective data management requires robust protocols for processing, verification, storage, and backup, as well as measures to control access and maintain confidentiality where necessary. An essential consideration is the appointment of a dedicated custodian responsible for overseeing these activities.",TBD,"Evaluating data management and storage involves reviewing the database structure to verify that data fields are well-defined, consistent, and correctly normalized, ensuring efficient storage and retrieval. Evaluators should check that primary keys uniquely identify records and that validation constraints and cross-consistency checks are in place to prevent invalid data input. The documentation supporting the database, such as data dictionaries and entity relationship diagrams, should be reviewed to confirm that it facilitates clear interpretation and understanding of the data. Additionally, the evaluation should assess the existence and sufficiency of data management protocols, including data quality standards (e.g., ISO9000, Good Clinical Practice). This involves reviewing records management policies, retention protocols, and periodic quality control checks. Data security and access control protocols must also be evaluated, ensuring only authorized personnel can access sensitive data.Furthermore, back-up and storage procedures should be tested to confirm data is securely stored and can be recovered if needed. Interviews with data custodians or managers may provide insights into the system's functionality and reliability. Overall, the evaluation will require a comprehensive review of the system's design, documentation, and operational practices to ensure proper data handling and storage. 

An assessment of this attribute should include: 1.Consideration of whether the database structure has been correctly designed: *Has each field of data been tightly defined to ensure correctness, conciseness and consistency across records? *Have primary keys, uniquely identifying each record, been assigned? *Has the database been normalised, to ensure data is stored in the most parsimonious, transparent and useable way? *Have validation constraints, preventing the input of invalid data, and internal cross-consistency checks been applied? *Is the data stored in a way that allows the required interrogation and analysis?; 2.Consideration of whether documentation of the data is sufficient to facilitate interpretation and understanding of the data: *Is there a document providing a summary overview of the data and collection methods and explaining any idiosyncrasies relevant to the analysis and interpretation of the data? *Is there a data dictionary that clearly defines each field? *Is there an entity relationship diagram that explains how the data relate?; 3.Consideration of whether there are adequate and documented protocols for managing data quality and security: *Is the data management system covered by a data quality standard (e.g. ISO9000, Good Clinical Practice or Good Laboratory Practice)? * Are periodic data quality control checks implemented? *Are records management issues clearly defined, including policy on the retention of data? * Are data back-up and storage protocols in place?
",To report all data- terms separate for scoping review.,attribute,"Parent: TBD, Child: Clarity",N/A,N/A,,"Parent: TBD, Child: Clarity",N/A,N/A,historical data,historical data,,,,,,,0.1
Reviewed - finalization pending discussion of ascertainment performance,TRUE,TRUE,FALSE,pending,TRUE,TRUE,TBD,dataQuality,Data quality,The completeness and validity of the data recorded in the public health surveillance system.,"<<++ The degree to which surveillance data faithfully and reliably reflect the true occurrence and characteristics of health-related events under monitoring, enabling accurate interpretation and appropriate public health action. ++> <<-- Data quality is the degree to which data meet the needs of users, being fit for purpose in terms of accuracy, completeness, consistency, timeliness, accessibility, and relevance within a specific context of use. The completeness and validity of the data recorded in the public health surveillance system. --> Ideally, we wouldn't use attributes with the data quality domain to describe data quality. I've suggest some parts of this move to the background.",TBD,N/A,"<++ Data quality  measures the inherent correctness and sufficiency of the data gathered by the surveillance system.  ++> <-- Data quality reflects the completeness and validity of recorded data and is essential for accurate surveillance outputs. --> <++ Poor data quality can undermine reliability, introduce bias that limits representativeness, and make the system less acceptable to participants. Conversely, high-quality data are essential for accurate analysis and improving the system's overall usefulness for decision-making and public health action. ++>  <<-- High-quality data improve system acceptability and representativeness, while --> Poor-quality data—often due to manual entry errors in paper-based systems—can undermine reliability and may indicate problems in data collection or data management and storage. Electronic systems can enhance data quality by improving accuracy, timeliness, and accessibility. Data quality is linked to terms such as timeliness, acceptability, representativeness, and usefulness, and directly affects the reliability and usability of system outputs for decision-making and public health response.","<<++ Data quality has historically been defined by the core attributes of completeness and validity. It is routinely recognized as essential across public health, animal health, and emerging One Health surveillance frameworks.  In the context of animal health, the term ""data completeness and correctness"" is used as an exact synonym for data quality. 

In more recent years, data quality includes the concept of fit-for-purpose, with sufficeint quality to meet the need of the data's intended purpose.  As surveillance systems evolve, particularly through the use of informatics and electronic systems, data quality is enhanced and expanded. Electronic systems can improve data quality by facilitating accuracy, timeliness, accessibility, and reducing the potential for manual entry errors. As data systems evolve, data quality has been enhanced and expanded with the use of robust data management systems and automated data flow processes. The concept is highly interrelated with other performance metrics; for instance, poor quality data reduces system acceptability and representativeness.","Can be measured as the proportion of data intended to be collected that was actually collected (completeness) and the proportion of data entries that correctly reflect the true value of the data collected (validity/accuracy). Includes proportion of unknown, invalid, and missing values for reported data elements. Validity may be estimated by the proportion of errors in surveillance system data compared to analogous data from one of the system's data sources. Measures for determining data quality include percentages of ""unknown,"" invalid, and missing responses to items on data collection forms. In addition, data quality can be measured by applying edits for consistency in the data. However, a full assessment may require a special study. The acceptability and representativeness of a public health surveillance system are related to data quality. With data of high quality, the system can be accepted by those who participate in it. In addition, the system can accurately represent the health-related event under surveillance. Paper-based systems, such as the E-Book registry, are more prone to human error, and can result in illegible, missing, and incomplete entries. An electronic system could increase data quality. Moreover, conversion to an electronic system would improve the timeliness, accessibility, and usability of captured data, as well as allow greater flexibility in responding to health events in a community. Many data-quality definitions depend on other system performance attributes (eg, timeliness, usefulness, acceptability) (21). Because of reliance on multiple data sources, data quality must be assessed in different ways. For surveillance relying on surveys, concepts of reliability, validity, and comparison with alternative data sources are important. For example, considerations of possible data-quality concerns arise with use of mortality data, particularly underreporting of suicide. It should be assessed using measures of completeness, consistency, and comparison with alternative sources to ensure reliability across diverse data types and collection methods.","To report separately for the scoping review. To incorporate attributes identified by Doug that were not identified in the scoping review in the discussion section of the paper and for the Delphi. Important to distinguish between ascertainment of cases and the data quality of the obtained data. Compare the DQO ontology to what people have reported. Get definitions and terms from the DQO, and then map onto that and decide what we're going to map on to. If there are concepts in the DQO that weren't identified in the review, include them and then talk about it in the discussion.",attribute,"Parent: TBD, Child: Completeness, accuracy, precision, consistency, historical data, timeliness?",data completeness and correctness,N/A,,"Parent: TBD, Child: Completeness, accuracy, precision, consistency, historical data, timeliness?",data completeness and correctness,N/A,N/A,"completeness, accuracy, precision, consistency, historical data, credibility, timeliness, acceptability, representativeness",,,,,,TRUE,0.1
Term not reported in PRQ1,FALSE,FALSE,TRUE,Synonym/sub-attribute,FALSE,FALSE,TBD,,Data sharing,,,TBD,"The practice of making surveillance data available to authorized stakeholders, partners, or the public, following appropriate privacy and security protocols.",N/A,,,N/A,,N/A,Transparency,N/A,,N/A,Transparency,N/A,N/A,N/A,,,,,,,
,FALSE,FALSE,TRUE,Synonym/sub-attribute,FALSE,FALSE,TBD,,Decision-making,,,TBD,"The extent to which surveillance data and analyses influence and inform public health policies, interventions, and resource allocation decisions.",N/A,,,N/A,,Parent: Usability,N/A,N/A,,Parent: Usability,N/A,N/A,N/A,N/A,,,,,,,
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,9,detectionMode,Detection mode,"The operational capability of the surveillance system to identify or forecast an event (e.g., event detection, establish baseline, or event detection expected with no baseline).",N/A,"The operational capability of event-based biosurveillance to identify or forecast an event is characterized by the detection mode attribute (eg, event detection, establish baseline, or event detection expected with no baseline).","The method or approach used by the surveillance system to identify cases or events of interest, such as passive reporting, active case finding, or automated data capture.","For example, are events detected that deviate from the established baseline in frequency and/or magnitude? It should be noted that the baseline fluctuates and that any excess or anomalous occurrence should be statistically characterized and should include some measure of abnormality or confidence",TBD,TBD,N/A,attribute,Parent: Inclusion?,N/A,N/A,,Parent: Inclusion?,N/A,N/A,N/A,"ability to continue tracking an event, sensitivity, specificity, false-alarm rate, likelihood ratio of a positive test, positive predicitive value, negative predicitive value",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,2,effectiveness,Effectiveness,The extent to which a surveillance system is able to achieve its intended objectives.,The extent to which a surveillance system is able to achieve its intended objectives.,TBD,"The degree to which the surveillance system achieves its intended public health objectives, such as early detection of outbreaks or monitoring of health trends.","Effectiveness reflects how well the surveillance system achieves its intended objectives and meets the needs of stakeholders. It considers factors such as timeliness, sensitivity, specificity, predictive value, and robustness. Systems should use collaborative approaches to improve effectiveness across data collection, processing, and dissemination. Indicators may include task completion, timeliness, and measurable public health impact. This term is closely related to both system usefulness and efficiency.",TBD,TBD,N/A,attribute,Parent: TBD,efficacy,N/A,,Parent: TBD,efficacy,N/A,usefulness,"impact, efficiency, usability, usefulness",,,,,,,0.1
,FALSE,FALSE,TRUE,pending,FALSE,FALSE,2,,Efficacy,"Extent to which the system objectives are achieved (Drewe 2012, Meynard 2008).",,"Extent to which the system objectives are achieved (Drewe 2012, Meynard 2008).",N/A,N/A,,,N/A,,,Effectiveness,N/A,,,Effectiveness,N/A,"Impact, usability, usefulness","Impact, usability, usefulness",,,,,,,
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,2,efficiency,Efficiency,The link between the resources implemented and the results obtained.,N/A,"Link between the resources implemented and the results obtained. An efficient system will accomplish a job with minimum expenditure of time, human effort and cost (Muellner 2018, Drewe 2012, Meynard 2008).","The optimal use of resources in operating the surveillance system to achieve its objectives, minimizing waste and maximizing output.","An efficient system will accomplish a job with minimum expenditure of time, human effort and cost. Conducting surveillance incurs costs such as salaries, consumables, and travel. These costs can be compared against the outputs from surveillance such as reports, disease or organism detections and notifications, or other signals. A surveillance system can be considered efficient if there is an optimal balance between economic investments and its outputs, the latter achieving the desired quality attributes (e.g. precision, timeliness). Risk-based surveillance can - where appropriate in terms of the surveillance objective - provide efficiency gains in surveillance systems.",TBD,TBD,N/A,attribute,Parent: Impact/value,N/A,cost-effectiveness,,Parent: Impact/value,N/A,cost-effectiveness,N/A,"impact, effectiveness, costs",,,,,,,0.1
Review complete (discussed),TRUE,TRUE,FALSE,N/A,TRUE,FALSE,5,engagement,Engagement,"The active involvement of stakeholders, including partners and communities, in the design, operation, interpretation, and use of the surveillance system.",N/A,The active involvement of partners and communities in a surveillance system's processes and its use.,N/A,"Engagement reflects the depth and quality of participation in surveillance activities. It encompasses contributions to data collection, system design, analysis interpretation, and application of surveillance outputs. Effective engagement is characterized by meaningful interaction, shared responsibility, and mutual benefit among all partners.","The concept of engagement has evolved in surveillance practice, particularly in emphasizing community involvement. Engaged communities participate in various aspects of surveillance, from identifying priorities to collecting data and using results. Evidence of engagement includes consistent participation, valuable feedback, system adaptation based on community input, and local ownership of activities. Modern approaches recognize that engagement should include diverse communities, especially those most affected by health conditions under surveillance. This shift values equitable partnerships where communities are active collaborators rather than simply sources of data.",TBD,N/A,attribute,Parent: TBD,participation,,N/A,Parent: TBD,participation,,"acceptability, collaboration","acceptability, collaboration, communication and dissemination, governance?",,,,,45846,,0.2
,FALSE,FALSE,TRUE,Exclude - not reported in PRQ0,FALSE,FALSE,TBD,,Equity assessment,,,TBD,"An examination of the potential of the system to cause harm to racial/ethnic minority and vulnerable populations, either through biased data collection, stigmatization, or misuse of information.",N/A,,,N/A,,,,,,,,,,,,,,,,,
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,7,equityData,Equity data,"Whether race/ethnicity data, measures of racism, and valid stigma indicators are captaured by the data collection of a surveillance system.","Whether race/ethnicity data, measures of racism, and valid stigma indicators are captaured by the data collection of a surveillance system.","Race/ethnicity data: Which race/ethnicity data are included? To what extent do they support the achievementof Project REFOCUS aims (Ford 2021)?

Racism measures: What relevant measures of racism are included (Ford 2021)?

Stigma measures: What valid measures of stigma are included (Ford 2021)?

Surveillance Implications: To what extent might the system contribute to harm of racial/ethnic minority and vulnerable populations or aid community-originated surveillance projects (Ford 2021)?",Information collected by the surveillance system that allows for the analysis of health outcomes and access to care across different demographic and socioeconomic groups.,TBD,TBD,TBD,N/A,attribute,TBD,TBD,TBD,,TBD,TBD,TBD,data collection,"data collection, data analysis, representativeness, usability, impact",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,8,falseAlarmRate,False-alarm rate,The proportion of negative events (e.g. non-outbreak periods) incorrectly classified as events (outbreaks).,The proportion of negative events (e.g. non-outbreak periods) incorrectly classified as events (outbreaks).,Proportion of negative events (e.g. non-outbreak periods) incorrectly classified as events (outbreaks). This is the inverse of the specificity but can be more easily understood than specificity.,N/A,"The false-alarm rate is the proportion of non-events incorrectly flagged as events, and is the inverse of specificity. While some false positives are expected, a high rate can lead to wasted resources, meanwhile a low rate may indicate poor sensitivity, risking missed outbreaks. Therefore, the proportion of false alarms (i.e., false positives) should be balanced with sensitivity, and assessed with respect to overall sensitivity.This term is positively correlated with sensitivity and cost and should be evaluated alongside overall specificity.",TBD,TBD,To report all for scoping review. To potentially look at the whole group for the Delphi or potentially further collapse some.,attribute,Parent: Evidence quality/ascertainment performance,N/A,N/A,,Parent: Evidence quality/ascertainment performance,N/A,N/A,specificity,"sensitivity, specificity, positive predictive value, negative predictive value",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,pending,TRUE,FALSE,TBD,feasibility,Feasibility,Surveillance strategies and methods are suitable and applicable to the surveillance objectives and available resources.,N/A,"Surveillance strategies and methods are suitable and applicable to the surveillance objectives and available resources (Yang 2022).

Extent to which the available means meet the system's needs. A surveillance system may be unfeasible if there are not the means to run it (Drewe 2012, Meynard 2008).",N/A,"Feasibility evaluates whether a surveillance system is realistic and sustainable given available resources, expertise, and objectives. It considers whether system strategies align with public health priorities and if necessary external resources (e.g., committees, affiliations) are in place. The capability of staff, including multidisciplinary expertise, is essential for system operation and maintenance. Feasibility also assesses the ability to track surveillance events over time using available data sources and whether the resources are sufficient to support all system components (data collection, analysis, dissemination) effectively and efficiently.",TBD,TBD,"Feasibility is mainly related to sustainability - is dependent on the stage of the surveillance system. Could be used as a domain that would encompass cost and effectiveness, resources, etc.",attribute,Parent: TBD,N/A,N/A,,Parent: TBD,N/A,N/A,sustainability,"flexibility, simplicity, technical competence and training, efficiency, sustainability",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,4,flexibility,Flexibility,"The ability of the system to adapt to changing information needs or operating conditions, including scaling up or down as necessary, with little additional time, personnel, or funds.","The ability of the system to adapt to changing information needs or operating conditions, including scaling up or down as necessary, with little additional time, personnel, or funds.","The ability of the system to adapt to changes in operating conditions, technologies or information with little additional time, personnel, or funds. Flexible systems can accommodate, for example, new diseases and health conditions, changes in case definitions, and variations in reporting sources.",N/A,"Flexibility is the system’s ability to adapt to new information needs, emerging threats, or changing resources with minimal disruption. This may involve modifying data sources, case definitions, or reporting mechanisms. Standardized formats and modular designs support flexibility. It is closely related to sustainability, resilience, and system responsiveness.","The concept of flexibility was identified 39 times in our scoping review. The concept was first introduced by Thacker et al., 1988 (A method for evaluating systems of epidemiological surveillance) and has since been consistently included for the evaluation of public health, animal health, and One Health surveillance systems. The definition has remained highly consistent within these fields, although occasionally being refered to as ""adaptabilit""y or ""adaptability to changes"".","Flexibility is probably best evaluated retrospectively by observing how a system has responded to a new demand. Unless efforts have been made to adapt the public health surveillance system to another disease (or other health-related event), a revised case definition, additional data sources, new information technology, or changes in funding, assessing the flexibility of that system might be difficult. In the absence of practical experience, the design and workings of a system can be examined. Simpler systems might be more flexible (i.e., fewer components will need to be modified when adapting the system for a change in information needs or operating conditions).",Flexibility (is more internal) and portability (more external) - is likely important to some key stakeholders. Environmental surveillance is easier than other types of surveillance - to have an attribute that highlights the potential strengths of ES and WBS.,attribute,Parent: TBD,adaptability,scalability,,Parent: TBD,adaptability,scalability,portability,"portability, interoperability, simplicity, efficiency, robustness, sustainability",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,13,governance,Governance,"The coordination, leadership, and operational effectiveness of surveillance systems, ensuring clear roles, shared responsibilities, formalized collaboration strategies, inclusive decision-making, resource allocation, and effective communication to achieve surveillance objectives across sectors and disciplines.","The coordination, leadership, and operational effectiveness of surveillance systems, ensuring clear roles, shared responsibilities, formalized collaboration strategies, inclusive decision-making, resource allocation, and effective communication to achieve surveillance objectives across sectors and disciplines.",No clear definition from PRQ1.,"The framework of policies, procedures, and oversight mechanisms that guide the operation, data use, and decision-making processes of the surveillance system.","Governance refers to the coordination, leadership, and operational effectiveness of a surveillance system. Strong governance ensures clear roles, shared responsibilities, inclusive decision-making, and formalised collaboration across sectors and disciplines. It involves defined strategic goals, operational structures (e.g., steering committees), and documented agreements between institutions. Effective governance enhances communication, resource allocation, and accountability. It is closely linked to collaboration, and is critical for implementing One Health approaches. It has a positive effect on all other evaluation terms.",TBD,"Measurement considers leadership, coordination mechanisms, representation, and availability of supporting resources.",N/A,attribute,Parent: Collaboration,N/A,N/A,,Parent: Collaboration,N/A,N/A,N/A,"acceptability and engagement, communication and dissemination, mutual benefit, adherence, compliance, collaboration",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,TBD,granularity,Granularity,The level of detail provided in input sources and output data of the surveillance system.,N/A,"The input data granularity attribute describes the level of detail expected in the input data sources. This attribute can be based on a single input data field, an entire data table, or the total body of all input data sources. A mismatch between the input data granularity required by the event- based biosurveillance and that of the data available for input will affect the results of the event-based biosurveillance. Data with greater detail may, with some effort, be aggregated to a less detailed level, but the reverse is not always true (Corley 2012). Output granularity describes the level of detail provided in the output data. This attribute is based on the spectrum of output that an event-based biosurveillance may generate (Corley 2012).",N/A,"Granularity refers to the level of detail in both input and output data within a surveillance system. Input granularity indicates how detailed the data sources are, such as individual data points or aggregated tables. Mismatched granularity between the required input for event-based biosurveillance and available data can impact the accuracy of results. For output, granularity reflects how detailed the results are, whether presented as a single data field, a table, or a graphic. Higher granularity in output can help identify specific trends, populations, or infection regions, but lower-detail outputs may not always be able to represent high-detail data.",TBD,TBD,May be by itself or in system description. Has some overlap with completeness.,attribute,"Parent: TBD, Child: N/A",N/A,N/A,N/A,"Parent: TBD, Child: N/A",N/A,N/A,completeness,"data quality, completeness",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,9,historicalData,Historical data,Refers to the quality and accessibility of archived data.,The quality and accessibility of archived data.,"Quality and accessibility of archived data (Drewe 2015, Hoinville 2013, Muellner 2018).",N/A,"Historical data refers to the quality, completeness, and accessibility of archived surveillance information. It is especially important for demonstrating disease freedom, monitoring trends in endemic diseases, and supporting epidemiological research. This term is closely linked to data management and storage, and repeatability. Key considerations include the number of years stored, data reliability, ease of access and analysis, and availability of metadata explaining changes over time. Effective use of historical data enhances surveillance value and enables long-term analysis and planning.",TBD,Questions to consider include: * How many years of data are stored? * How complete and reliable are the data? * Are the data stored in a way that allows the required interrogation and analysis? * Is there a summary overview of the data and collection methods explaining key idiosyncrasies of the data and changes to the data or collection methods over time? * What use is currently made of historical surveillance data?,"To include historical data in scoping review, to see about Delphi - may just have it as a criterion under data accessibility concept. To have historical data as a criterion of data accessibility. To include for scoping review, to review to see how it would fit for the Delphi - is potentially system-level not in data quality.",attribute,Parent: Data quality,N/A,N/A,,Parent: TBD,N/A,N/A,"accessibility (data), data quality, data management and storage","accessibility (data), data quality, data management and storage",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,FALSE,FALSE,2,impact,Impact,N/A,A measure of the usefulness of the surveillance system.,TBD,N/A,"Impact measures the tangible benefits a surveillance system provides. It reflects how surveillance outputs influence decisions, policy, and interventions, including changes in behavior, protocols, or disease control. High-impact systems provide timely, complete, and representative data aligned with stakeholder and policy needs. Impact is strengthened by  by terms such as sensitivity, timeliness, data completeness, and representativeness, and is demonstrated through concrete actions taken and outcomes achieved based on surveillance findings.",TBD,"Evaluating the impact involves examining real-world examples where the system’s data has influenced public health actions, such as policy changes or control measures. This assessment often requires retrospective analysis and gathering input from key stakeholders to understand the system's effectiveness. Key questions include how well the system’s objectives align with policy and industry needs, how outputs are utilized, and whetherstakeholder information needs have been met. Additionally, the evaluation should examine the system's influence on the development of disease control policies, the prioritization of health threats, and the early detection or mitigation of outbreaks.  It is also important to detail actions taken based on the system’s findings, such as changes in protocols or behaviors. The evaluation should assess the extent to which the system’s objectives have been achieved, providing a clear understanding of its impact on public health and disease management. Retrospective assessments and stakeholder feedback help evaluate whether the system’s outputs have guided effective actions. Regular review of system performance and stakeholder input helps ensure continued relevance and effectiveness in addressing public health threats. Retrospective assessment through stakeholder input helps capture real-world benefits, such as improved disease detection, control, or prioritization.","Impact as a domain? Usefulness related to usability. All cascading under broader impact? Utility closely related to impact? Not a term to that we use, but one that we reference?",N/A,"Parent: TBD, Child: TBD",usefulness,N/A,N/A,"Parent: TBD, Child: TBD",usefulness,N/A,N/A,"effectiveness, efficiency, usefulness, usability, sensitivity, timeliness, representativeness, flexibility, acceptability, completeness",,,,,,,0.1
Consensus [Reviewed],FALSE,FALSE,TRUE,Synonym/sub-attribute,FALSE,FALSE,3,,Integration,"Ability of the surveillance system or components in the system to integrate/connect with other surveillance or public health systems to enhance interoperability, effectiveness and/or to reduce cost (Yang 2022).",,"Interoperability and integration: The extent to which the surveillance system is incorporated into broader public health information systems and workflows, allowing for comprehensive health monitoring and response.","The extent to which the surveillance system is incorporated into broader public health information systems and workflows, allowing for comprehensive health monitoring and response.",N/A,,,Merge/separate intergration and interoperability?,,TBD,N/A,Compatibility,,TBD,N/A,Compatibility,"Coherence, interoperability","Coherence, interoperability",,,,,,,
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,3,interoperability,Interoperability,Compatibility with and ability to integrate data from other sources and surveillance components.,Compatibility with and ability to integrate data from other sources and surveillance components.,"Interoperability and integration: The extent to which the surveillance system is incorporated into broader public health information systems and workflows, allowing for comprehensive health monitoring and response.",N/A,"Interoperability helps ensure timely, efficient data exchange across sectors, disciplines, and administrative entities. Interoperability supports joint analysis, enhances flexibility, and improves sustainability. Effective interoprability requires standardized data formats, unique identifiers (e.g., sample or location IDs), and reliable data-sharing mechanisms. Challenges include fragmented or duplicative systems, lack of digital integration, or a lack of formal communication pathways. The importance of interoperability may depend on how essential inter-system data exchange is to the overall usefulness and effectiveness of the surveillance system.",TBD,"Description of the elements that are integrated in the surveillance system (Focus groups or individual interviews). Evaluation of the relevance and rationale of the integration with regards to surveillance objectives (Focus groups or individual interviews). Evaluation of the governance and multi-sectoral collaboration in the system (Focus groups or individual interviews, complementary tools).  Overall evaluation of the level of integration (Semi-quantitative measurement scale, complementary tools).","Merge/separate intergration and interoperability? Compatibility and integration are synonyms - use integration. Integration and interoperability, separate but highly related?
",attribute,Parent: TBD,"compatibility, integration",N/A,,Parent: TBD,"compatibility, integration",N/A,"accessibility (data), data management and storage","accessibility (data), data management and storage",,,,,,,0.1
,FALSE,FALSE,TRUE,Synonym/sub-attribute,FALSE,FALSE,TBD,,Informatics capabilities,,,TBD,N/A,N/A,,,N/A,,Parent: Technical competence and training,N/A,N/A,,Parent: Technical competence and training,N/A,N/A,N/A,N/A,,,,,,,
Review pending,FALSE,TRUE,FALSE,pending,TRUE,TRUE,TBD,laboratoryAndSampleManagement,Laboratory and sample management,Whether testing is carried out using appropriate methods with quality assurance scheme and timely and accurate delivery of results.,Whether testing is carried out using appropriate methods with quality assurance scheme and timely and accurate delivery of results.,TBD,"The processes and practices involved in the handling, processing, and analysis of samples collected during a public health surveillance activity. This component is crucial for ensuring data accuracy, reliability, and timeliness.","Laboratory and sample management evaluates the integration, reliability, and quality of diagnostic laboratory functions within the surveillance system. Key considerations include the implementation of systematic quality management practices, participation in proficiency testing, and adherence to international standards (e.g., ISO 9001, ISO 17025). Effective sample handling, timely analysis, and standardized protocols and harmonization of techniques across laboratories support data comparability. Laboratory and sample management is also closely related to technical competence and training.",TBD,TBD,N/A,attribute,Parent: TBD,N/A,N/A,,Parent: TBD,N/A,N/A,technical competence and training,"technical competence and training, adherence, compliance, data quality",,,,,,,0.1
Consensus [Reviewed],FALSE,FALSE,TRUE,Synonym/sub-attribute,FALSE,FALSE,6,,Legislative support,,,TBD,N/A,N/A,,,N/A,,Parent: Compliance,N/A,Compliance,,Parent: Compliance,N/A,Compliance,N/A,N/A,,,,,,,
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,FALSE,8,likelihoodRatioOfAPositiveTest,Likelihood ratio of a positive test,Ratio of the probability of a surveillance system detecting an infected individual to the probability of the system incorrectly identifying them as infected when they are in fact not.,N/A,Ratio of the probability of a surveillance system detecting an infected individual to the probability of the system incorrectly identifying them as infected when they are in fact not. Likelihood ratios do not vary with disease prevalence and so are stable expressions of system performance.,"A measure of the performance of a diagnostic test used in surveillance, indicating how much more likely a positive result is to occur in infected versus non-infected individuals.",Likelihood ratios do not vary with disease prevalence and so are stable expressions of system performance.,TBD,TBD,To report all for scoping review. To potentially look at the whole group for the Delphi or potentially further collapse some.,attribute,Parent: Evidence quality/ascertainment performance,N/A,N/A,N/A,Parent: Evidence quality/ascertainment performance,N/A,N/A,TBD,"sensitivity, specificity, positive predictive value, negative predictive value",,,,,,,0.1
Not reported in PRQ1,FALSE,FALSE,TRUE,Exclude - not reported in PRQ1,FALSE,FALSE,TBD,,Many separate attributes,,,TBD,The consideration of multiple distinct characteristics or performance measures when evaluating the overall quality and effectiveness of a surveillance system.,N/A,,,N/A,,,,,,,,,,,,,,,,,
