id,theme_code,covidence_num,reported_concept_id,zotero_citation_key,study_id,year,reported_concept_parent,extracted_field,extracted_category,reported_concept,domain_code,sub_domain_code,mapped_parent_term,parent_domain,attribute_sequence_with_versioning,[ARCHIVE - no variable] reported_concept_def,reported_concept_def,notes,domain_notes,concept_eval_methods,concept_meas_consid,concept_eval_criteria,concept_is_primary,extraction_confidence,source_synonyms,scr_term,delphi_term,scr_group,scr_subgroup,scr_attribute,consensus_attribute,scr_criteria,scr_status,consensus_theme,consensus_domain,consensus_sub-domain,consensus_criteria,related_concept
43,6,2683,RC_C2683_D00_SD00_A01,cuttsSurveillanceExpandedProgramme1993,Cutts 1993,1993,N/A,Completeness,Attribute,Completeness,,,#N/A,,1,The completeness of reporting has two components: the proportion of all cases that attend the health facilities included in the surveillance system; and the proportion of these cases that are diagnosed and reported. ,The completeness of reporting has two components: the proportion of all cases that attend the health facilities included in the surveillance system; and the proportion of these cases that are diagnosed and reported. , ,,The proportion of cases diagnosed at health facilities and which are subsequently reported should be assessed by register reviews during supervisory visits.,"The receipt of reports from each health facility, and the associated delays, should be monitored.",N/A,,,N/A,completeness ,completeness ,Functional attributes,Data quality attributes,Completeness,coverage (population),Pending,Pending,Surveillance effectiveness,Data quality,Ascertainment performance,N/A,pending
56,5,2683,RC_C2683_D00_SD00_A02,cuttsSurveillanceExpandedProgramme1993,Cutts 1993,1993,N/A,Cost,Attribute,Cost,,,#N/A,,2,No definition provided.,No definition provided., ,,N/A,"Minimizing the number of diseases and conditions and the frequency of reporting may help to reduce surveillance costs. Managers should also consider greater use of household surveys (52, 53) or periodic reviews of hospital and clinic registers (54).",N/A,,,N/A,costs,costs,Value attributes,System performance attributes,Cost,costs,Pending,Pending,Financial performance and resources,Cost,N/A,N/A,Pending
397,5,2683,RC_C2683_D00_SD00_A06,cuttsSurveillanceExpandedProgramme1993,Cutts 1993,1993,N/A,Z_ Additional_Theme_01,Attribute,Sensitivity and specificity of case definitions,,,#N/A,,3,[[Sensitivity]] and specificity [[of case definitions]]: no definition provided,[[Sensitivity]] and specificity [[of case definitions]]: no definition provided,Sensitivity of case definitions,,N/A,"Standardized case definitions should be used for disease surveillance. The sensitivity and specificity of diagnosis can be adjusted by modifying the case definition, and usually vary inversely. Insensitive case definitions can lead to overestimates of programme impact and the failure to identify risk groups and areas; and low-specificity case definitions can lead to loss of confidence in immunization programmes because of apparently large numbers of cases. The cost of low specificity can be high.",N/A,,,recall,sensitivity,sensitivity,Effectiveness attributes,Evidence quality attributes,Sensitivity,sensitivity,Sensitivity of case definitions,Pending,Surveillance effectiveness,Data quality,Ascertainment performance,Sensitivity of case definitions,Pending
247,4,2683,RC_C2683_D00_SD00_A03,cuttsSurveillanceExpandedProgramme1993,Cutts 1993,1993,N/A,Simplicity,Attribute,Simplicity,,,#N/A,,4,Definition not provided.,Definition not provided., ,,N/A,N/A,N/A,,,N/A,simplicity,simplicity,Functional attributes,System function attributes,Simplicity,simplicity,Pending,Pending,Integration and stability,Resiliency,N/A,N/A,Pending
397.1,5,2683,RC_C2683_D00_SD00_A06.1,cuttsSurveillanceExpandedProgramme1993,Cutts 1993,1993,N/A,Z_ Additional_Theme_01,Attribute,Sensitivity and specificity of case definitions,,,#N/A,,4.1,Sensitivity and [[specificity of case definitions]]: no definition provided,Sensitivity and [[specificity of case definitions]]: no definition provided,Specificity of case definitions,,N/A,"Standardized case definitions should be used for disease surveillance. The sensitivity and specificity of diagnosis can be adjusted by modifying the case definition, and usually vary inversely. Insensitive case definitions can lead to overestimates of programme impact and the failure to identify risk groups and areas; and low-specificity case definitions can lead to loss of confidence in immunization programmes because of apparently large numbers of cases. The cost of low specificity can be high.",N/A,,,N/A,specificity,specificity,Effectiveness attributes,Evidence quality attributes,Specificity,specificity,Specificity of case definitions,Pending,Surveillance effectiveness,Data quality,Ascertainment performance,Specificity of case definitions,Pending
327,5,2683,RC_C2683_D00_SD00_A04,cuttsSurveillanceExpandedProgramme1993,Cutts 1993,1993,N/A,Timeliness,Attribute,Timeliness,,,#N/A,,6,The frequency with which data are needed at different levels depends on the programme goals and on the outbreak potential of different diseases. ,The frequency with which data are needed at different levels depends on the programme goals and on the outbreak potential of different diseases. , ,,N/A,"Once a country has established criteria for the frequency of reporting different diseases, the timeliness of receipt of the information should be monitored.",N/A,,,N/A,timeliness,timeliness,Effectiveness attributes,Evidence quality attributes,Timeliness,timeliness,Pending,Pending,Surveillance effectiveness,Data quality,N/A,N/A,accessibility
359,5,2683,RC_C2683_D00_SD00_A05,cuttsSurveillanceExpandedProgramme1993,Cutts 1993,1993,N/A,Usefulness,Attribute,Usefulness,,,#N/A,,7,Surveillance data should make a difference either to the formulation of health policies or to the management of intervention programmes.,Surveillance data should make a difference either to the formulation of health policies or to the management of intervention programmes., ,,N/A,"One of the criteria of a useful information system resides in evidence that some of the information gathered is used at the level of gathering, without the mediation of time-consuming referral to, and analysis by, higher levels of management. This does not mean that higher levels of management do not have a role to play; however, the immediate analysis and use of information at the most peripheral levels is characteristic of a useful information system, and thus should be encouraged. If surveillance data are available but are not used to formulate policies or improve programmes, the reasons for lack of use should be investigated.",N/A,,,appropriateness; relevance; utility,usefulness,impact,Value attributes,System performance attributes,Usefulness,usefulness,Pending,Pending,Financial performance and resources,Impact,N/A,N/A,effectiveness
25,6,2657,RC_C2657_D01_SD00_A01,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Acceptability,Attribute,Acceptability,,,#N/A,,1,Acceptability reflects the willingness of individuals and organizations to participate in the system,Acceptability reflects the willingness of individuals and organizations to participate in the system, ,,"Acceptability of reporting may be gauged by the proportion of persons who report cases compared with the number who should report and by the completeness of report forms. For systems that involve interviews with subjects, acceptability may also be measured by interview completeness rates. Acceptability may also be considered in terms of the intended linkage to programmes, determining whether action occurs based on the information provided by the surveillance system.","The acceptability of a system depends on the perceived public health importance of the event under surveillance, the recognition of the contribution of individuals to the system, and how much time is needed to make the reports. The surveillance method must be acceptable not only to the collectors of the data, but also to the subjects who will want assurances on the confidentiality of the data.",N/A,,,Participation,acceptability,acceptabilityAndEngagement,Functional attributes,System function attributes,Acceptability and engagement (also known as participation),acceptability,Pending,Pending,Collaboration,Operations actors; System stakeholders,N/A,N/A,Pending
57,5,2657,RC_C2657_D01_SD00_A02,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Cost,Attribute,Cost,,,#N/A,,2,"The cost of a system includes indirect as well direct costs, and should be measured in relation to the benefits obtained. ","The cost of a system includes indirect as well direct costs, and should be measured in relation to the benefits obtained. ", ,,N/A,"All elements of the system should be included in the cost: data collection, analysis and dissemination. Since this task is quite difficult and often cannot be accomplished, at least a description of the resources that are used to operate the system (direct costs) should be done. This includes the personnel and financial resources expended by the public health community to maintain all phases of the system.",N/A,,,N/A,costs,costs,Value attributes,System performance attributes,Cost,costs,Pending,Pending,Financial performance and resources,Cost,N/A,N/A,Pending
126,6,2657,RC_C2657_D01_SD00_A03,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Flexibility,Attribute,Flexibility,,,#N/A,,3,Flexibility refers to the ability of the surveillance system to accommodate changes in operating conditions or information needs.,Flexibility refers to the ability of the surveillance system to accommodate changes in operating conditions or information needs., ,,"Flexibility is probably best judged retrospectively, by observing how a system responded to a new demand.","A flexible system adapts easily to the addition of new notifiable diseases or situations or more population groups.
",N/A,,,flexibility,flexibility,flexibility,Functional attributes,System function attributes,Flexibility (also known as adaptability),adaptability,Pending,Pending,Integration and stability,Resiliency,N/A,N/A,Pending
,,2657,RC_C2657_D01_SD00_A00,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Z_Domain_01,Domain,Quality of the surveillance system,3,,,1,,Simplicity; flexibility; acceptability; sensitivity; predictive value positive; representativeness; timeliness,Simplicity; flexibility; acceptability; sensitivity; predictive value positive; representativeness; timeliness,,N/A,,,,,,,missing,,,,,,,,,,,,
158,5,2657,RC_C2657_D01_SD00_A04,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Predictive Value Positive (PVP),Attribute,Predictive Value Positive (PVP),,,#N/A,,4,"It is the proportion of reported cases which truly are cases, or the proportion of reported epidemics which are actual epidemics.","It is the proportion of reported cases which truly are cases, or the proportion of reported epidemics which are actual epidemics.", ,,N/A,"Predictive value positive is useful in the case of rare notifiable diseases.

Assessment requires confirmation of cases reported through the system. When the main purpose of a surveillance system is case-finding, a low predictive value positive, and therefore frequent false-positive case reports, would lead to waste of resources. However, in circumstances where it is extremely important not to miss a single true case, a certain level of false positive reports may have to be accepted.",N/A,,,Precision,positivePredicitiveValue,positivePredicitiveValue,Effectiveness attributes,Evidence quality attributes,Predictive Value Positive (PVP),predictive value positive (PVP),Pending,Pending,Surveillance effectiveness,Data quality,Ascertainment performance,N/A,Pending
205,6,2657,RC_C2657_D01_SD00_A05,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Representativeness,Attribute,Representativeness,,,#N/A,,5,"Representativeness reflects the extent to which the surveillance system accurately portrays the incidence of the health event in the population by person, time and place.","Representativeness reflects the extent to which the surveillance system accurately portrays the incidence of the health event in the population by person, time and place.", ,,"Representativeness can be measured by comparing the surveillance data with data from another source (e.g., random sample survey). It is related to underreporting, when this is not uniform or random.
Some examples are:
- a case which results in severe illness and hospitalization is more likely to be reported than a mild case; this bias results in an inflated estimate of disease severity such as death-to-case ratio;
- a case that occurs during periods of local publicity about the disease is more likely to be reported than at other times; this bias results in an under-estimate of the baseline incidence of disease;
- a case with particular characteristics is less likely or more likely to be reported; this bias results in the systematic exclusion or inclusion of a high-risk group;
- some types of health care settings tend to have a higher reporting fraction than others.","Representativeness is important for the generalizability of the information.

Assessing the representativeness of the sytem may help identify important biases in terms of sub-populations systematically excluded by the system.",N/A,,,N/A,representativeness,representativeness,Functional attributes,Inclusion attributes,Representativeness,representativeness,Pending,Pending,Surveillance effectiveness,System performance,Equity-related,N/A,bias
239,6,2657,RC_C2657_D01_SD00_A06,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Sensitivity,Attribute,Sensitivity,,,#N/A,,6,Sensitivity is the ability to detect health events which the surveillance system is intended to detect. ,Sensitivity is the ability to detect health events which the surveillance system is intended to detect. , ,,Sensitivity may be measured by conducting a representative survey and comparing the results with those from the surveillance system.,"The measurement of sensitivity requires validation of the findings of the system (outbreaks, trends, change in disease occurrence, etc.), verification of the quality of the data (in terms of accuracy and completeness of each case reported), and the estimate of the proportion of the total number of cases in the community being detected by the system (reporting fraction). 

Sensitivity has often been viewed as completeness of reporting, especially for notifiable diseases. In fact, the need for completeness is often considered so important that considerable cost, time, and energy are expended in attaining this goal. However, a surveillance system that does not have high completeness can be sensitive, as long as the reporting fraction remains reasonably constant. Indeed, for relatively common conditions, achieving high completeness of reporting may be expensive and accomplishes little. 

Completeness becomes a more important consideration for very uncommon diseases (e.g., Reye syndrome) or when, as a control measure progresses, a common disease becomes rare. In these situations, one purpose of surveillance is case-finding and completeness becomes synonymous with sensitivity.

The people responsible for a surveillance system should be aware of and know why underreporting occurs (e.g., asymptomatic cases, inadequate data sources, case definition requirements. For notifiable diseases, the reasons for underreporting that can be corrected include: lack of knowledge of the reporting requirement (e.g., unaware of which disease must be reported, or how or to whom to report); negative attitude towards reporting (time-consuming, too difficult, lack of incentive, lack of feedback, or distrust of the government); and misconceptions that result from lack of knowledge or a negative attitude (concern about confidentiality, or the disease is not regarded as serious, or the perception that the health department does not use or value reports). ",N/A,,,recall,sensitivity,sensitivity,Effectiveness attributes,Evidence quality attributes,Sensitivity,sensitivity,Pending,Pending,Surveillance effectiveness,Data quality,Ascertainment performance,N/A,Pending
248,3,2657,RC_C2657_D01_SD00_A07,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Simplicity,Attribute,Simplicity,,,#N/A,,7,N/A,N/A, ,,N/A,"Simplicity should be inherent in the system as a whole, as well as each component (case definition, reporting procedures, etc.), to make it easy to understand and implement. In general, a surveillance system should be as simple as possible while still meeting its objectives. A simple system is usually more flexible, and is more likely to provide timely data with fewer resource needs than a complex system.",N/A,,,N/A,simplicity,simplicity,Functional attributes,System function attributes,Simplicity,simplicity,Pending,Pending,Integration and stability,Resiliency,N/A,N/A,Pending
404,5,2657,RC_C2657_D01_SD00_A10,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Z_ Additional_Theme_01,Attribute,Importance,,,#N/A,,8,Importance,N/A, ,,"Elements to evaluate Importance could be the total number of cases, severity of the illness, mortality, hospitalization, disability, potential for spread, and preventability. ","The importance of a health event and the need to have that health event under surveillance can be described in several ways. Health events that affect many people or are costly clearly have public health importance. However, health events that affect relatively few people may also be important, if the events cluster in time and place or if the event has a potential to re-emerge.",N/A,,,N/A,systemDescription,systemDescription,Organizational attributes,Pending,System description,system description,Importance,System description,System description,N/A,N/A,Importance,Pending
446,5,2657,RC_C2657_D01_SD00_A11,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Z_Additional_Theme_02,Attribute,Objectives and components,,,#N/A,,9,Objectives and components,N/A, ,,It can be helpful to draw a flow-chart of the system.,"Describing the objectives of the system allows the development of a framework for evaluating its specific parts, such as:- case definition of the health events;; - population under surveillance;; - data collected-time period and information collected;; - data sources, reporters and collectors;; - data handling-transferring and storing;; - data analysis-by whom, how, and how often;; - data dissemination-to whom, how, and how often.",N/A,,,N/A,systemDescription,systemDescription,Organizational attributes,Pending,System description,system description,Objectives and scope of surveillance,System description,System description,N/A,N/A,Objectives and components,Pending
328,5,2657,RC_C2657_D01_SD00_A08,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Timeliness,Attribute,Timeliness,,,#N/A,,10,"Timeliness reflects the delay between steps in a surveillance system. It involves not only the interval between the occurrence of the event and the receipt of the report (data collection), but also the time subsequently required for identifying a problem or epidemic (analysis, interpretation of data) and the feedback (dissemination) for control measures.","Timeliness reflects the delay between steps in a surveillance system. It involves not only the interval between the occurrence of the event and the receipt of the report (data collection), but also the time subsequently required for identifying a problem or epidemic (analysis, interpretation of data) and the feedback (dissemination) for control measures.", ,,N/A,"Timeliness is related to the simplicity of the system and of the case definition (e.g., whether a laboratory test is required), and it depends to some extent on the resources available. Timeliness must be considered in relation to the event concerned; for most infectious diseases, the response should be quick, whereas for a chronic disease much slower reporting may be adequate.",N/A,,,N/A,timeliness,timeliness,Effectiveness attributes,Evidence quality attributes,Timeliness,timeliness,Pending,Pending,Surveillance effectiveness,Data quality,N/A,N/A,accessibility
351,3,2657,RC_C2657_D01_SD00_A09,declichPublicHealthSurveillance1994,Declich 1994,1994,Quality of the surveillance system,Usefulness,Attribute,Usefulness,,,#N/A,,11,N/A,N/A, ,,"The usefulness is measured by whether it meets the objectives and whether this leads to positive health outcomes.

An assessment of the usefulness of a surveillance system should begin with a review of the objectives of the system.

The assessment can be qualitative, in terms of the subjective views of those using the system, or quantitative in terms of the impact of the system on policies, interventions or the occurrence of a health event.",N/A,N/A,,,appropriateness; relevance; utility,usefulness,impact,Value attributes,System performance attributes,Usefulness,usefulness,Pending,Pending,Financial performance and resources,Impact,N/A,N/A,effectiveness
23,6,5578,RC_C5578_D00_SD00_A01,anonymousUpdatedGuidelinesEvaluating2001,Anonymous 2001,2001,N/A,Acceptability,Attribute,Acceptability,,,#N/A,,1,[CDC 2001] Acceptability reflects the willingness of persons and organizations to participate in the surveillance system ,[CDC 2001] Acceptability reflects the willingness of persons and organizations to participate in the surveillance system , ,,"Acceptability refers to the willingness of persons in the sponsoring agency that operates the system and persons outside the sponsoring agency (e.g., persons who are asked to report data) to use the system. To assess acceptability, the points of interaction between the system and its participants must be considered (Figure 1), including persons with the health-related event and those reporting cases. Quantitative measures of acceptability can include: * subject or agency participation rate (if it is high, how quickly it was achieved); * interview completion rates and question refusal rates (if the system involves interviews); * completeness of report forms; * physician, laboratory, or hospital/facility reporting rate; and * timeliness of data reporting. Some of these measures might be obtained from a review of surveillance report forms, whereas others would require special studies or surveys.","Acceptability is a largely subjective attribute that encompasses the willingness of persons on whom the public health surveillance system depends to provide accurate, consistent, complete, and timely data. Some factors influencing the acceptability of a particular system are: * the public health importance of the health-related event; * acknowledgment by the system of the person's contribution; * dissemination of aggregate data back to reporting sources and interested parties; * responsiveness of the system to suggestions or comments; * burden on time relative to available time; * ease and cost of data reporting; * federal and state statutory assurance of privacy and confidentiality; * the ability of the system to protect privacy and confidentiality; * federal and state statute requirements for data collection and case reporting; and * participation from the community in which the system operates.",N/A,,,Participation,acceptability,acceptabilityAndEngagement,Functional attributes,System function attributes,Acceptability and engagement (also known as participation),acceptability,Pending,Pending,Collaboration,Operations actors; System stakeholders,N/A,N/A,Pending
80,6,5578,RC_C5578_D00_SD00_A02,anonymousUpdatedGuidelinesEvaluating2001,Anonymous 2001,2001,N/A,Data Quality,Attribute,Data quality,,,#N/A,,2,[CDC 2001] Data quality reflects the completeness and validity of the data recorded in the public health surveillance system,[CDC 2001] Data quality reflects the completeness and validity of the data recorded in the public health surveillance system, ,,"Examining the percentage of ""unknown"" or ""blank"" responses to items on surveillance forms is a straightforward and easy measure of data quality. Data of high quality will have low percentages of such responses. However, a full assessment of the completeness and validity of the system's data might require a special study. Data values recorded in the surveillance system can be compared to ""true"" values through, for example, a review of sampled data (40 ), a special record linkage (41 ), or patient interview (42 ). In addition, the calculation of sensitivity (Task D.2.e) and predictive value positive (Task D.2.f) for the system's data fields might be useful in assessing data quality. Quality of data is influenced by the performance of the screening and diagnostic tests (i.e., the case definition) for the health-related event, the clarity of hardcopy or electronic surveillance forms, the quality of training and supervision of persons who complete these surveillance forms, and the care exercised in data management. A review of these facets of a public health surveillance system provides an indirect measure of data quality.","Most surveillance systems rely on more than simple case counts. Data commonly collected include the demographic characteristics of affected persons, details about the health-related event, and the presence or absence of potential risk factors. The quality of these data depends on their completeness and validity. The acceptability (see Task D.2.d) and representativeness (Task D.2.g) of a public health surveillance system are related to data quality. With data of high quality, the system can be accepted by those who participate in it. In addition, the system can accurately represent the health-related event under surveillance.",N/A,,,N/A,dataQuality,dataQuality,Functional attributes,Data quality attributes,Data quality,completeness (data),Pending,Pending,Surveillance effectiveness,Data quality,N/A,N/A,validity
124,6,5578,RC_C5578_D00_SD00_A03,anonymousUpdatedGuidelinesEvaluating2001,Anonymous 2001,2001,N/A,Flexibility,Attribute,Flexibility,,,#N/A,,3,CDC 2001,CDC 2001, ,,"Flexibility is probably best evaluated retrospectively by observing how a system has responded to a new demand. An important characteristic of CDC's Behavioral Risk Factor Surveillance System (BRFSS) is its flexibility (39 ). Conducted in collaboration with state health departments, BRFSS is an ongoing sample survey that gathers and reports state-level prevalence data on health behaviors related to the leading preventable causes of death as well as data on preventive health practices. The system permits states to add questions of their own design to the BRFSS questionnaire but is uniform enough to allow state-to-state comparisons for certain questions. These state-specific questions can address emergent and locally important health concerns.
In addition, states can stratify their BRFSS samples to estimate prevalence data for regions or counties within their respective states.","Unless efforts have been made to adapt the public health surveillance system to another disease (or other health-related event), a revised case definition, additional data sources, new information technology, or changes in funding, assessing the flexibility of that system might be difficult. In the absence of practical experience, the design and workings of a system can be examined. Simpler systems might be more flexible (i.e., fewer components will need to be modified when adapting the system for a change in information needs or operating conditions)",N/A,,,flexibility,flexibility,flexibility,Functional attributes,System function attributes,Flexibility (also known as adaptability),adaptability,Pending,Pending,Integration and stability,Resiliency,N/A,N/A,Pending
170,6,5578,RC_C5578_D00_SD00_A04,anonymousUpdatedGuidelinesEvaluating2001,Anonymous 2001,2001,N/A,Predictive Value Positive (PVP),Attribute,Predictive Value Positive (PVP),,,#N/A,,4,CDC 2001,CDC 2001, ,,"The assessment of sensitivity and of PVP provide different perspectives regarding how well the system is operating. Depending on the objectives of the public health surveillance system, assessing PVP whenever sensitivity has been assessed might be necessary (47-50,53 ). In this report, PVP is represented by A/(A+B) (Table 3).

In assessing PVP, primary emphasis is placed on the confirmation of cases reported through the surveillance system. The effect of PVP on the use of public health resources can be considered on two levels. At the level of case detection, PVP affects the amount of resources used for case investigations. For example, in some states, every reported case of type A hepatitis is promptly investigated by a public health nurse, and contacts at risk are referred for prophylactic treatment. A surveillance system with low PVP, and therefore frequent ""false-positive"" case reports, would lead to misdirected resources.

At the level of outbreak (or epidemic) detection, a high rate of erroneous case reports might trigger an inappropriate outbreak investigation. Therefore, the proportion of epidemics identified by the surveillance system that are true epidemics can be used to assess this attribute.

Calculating the PVP might require that records be kept of investigations prompted by information obtained from the public health surveillance system. At the level of case detection, a record of the number of case investigations completed and the proportion of reported persons who actually had the health-related event under surveillance would allow the calculation of the PVP. At the level of outbreak detection, the review of personnel activity reports, travel records, and telephone logbooks might enable the assessment of PVP. For some surveillance systems, however, a review of data external to the system (e.g., medical records) might be necessary to confirm cases to calculate PVP. Examples of data sources used to assess the PVP of health information or public health surveillance systems include medical records (48,57 ), registries (49,58 ), and death certificates (59 ).

To assess the PVP of the system adequately, calculating more than one measurement of the attribute might be necessary. For example, PVP could be determined for the system's data fields, for each data source or combinations of data sources (48 ), or for specific health-related events (49 ).","PVP is important because a low value means that noncases might beinvestigated, and outbreaks might be identified that are not true but are instead artifacts of the public health surveillance system (e.g., a ""pseudo-outbreak""). False-positive reports can lead to unnecessary interventions, and falsely detected outbreaks can lead to costly investigations and undue concern in the population under surveillance. A public health surveillance system with a high PVP will lead to fewer misdirected resources.

The PVP reflects the sensitivity and specificity of the case definition (i.e., the screening and diagnostic tests for the health-related event) and the prevalence of the health-related event in the population under surveillance. The PVP can improve with increasing specificity of the case definition. In addition, good communication between the persons who report cases and the receiving agency can lead to an improved PVP.",N/A,,,Precision,positivePredicitiveValue,positivePredicitiveValue,Effectiveness attributes,Evidence quality attributes,Predictive Value Positive (PVP),predictive value positive (PVP),Pending,Pending,Surveillance effectiveness,Data quality,Ascertainment performance,N/A,Pending
204,6,5578,RC_C5578_D00_SD00_A05,anonymousUpdatedGuidelinesEvaluating2001,Anonymous 2001,2001,N/A,Representativeness,Attribute,Representativeness,,,#N/A,,5,CDC 2001,CDC 2001, ,,"Representativeness is assessed by comparing the characteristics of reported events to all such actual events. Although the latter information is generally not known, some judgment of the representativeness of surveillance data is possible, based on knowledge of
* characteristics of the population, including, age, socioeconomic status, access to health care, and geographic location (60 );
* clinical course of the disease or other health-related event (e.g., latency period, mode of transmission, and outcome [e.g., death, hospitalization, or disability]);
* prevailing medical practices (e.g., sites performing diagnostic tests and physician-referral patterns) (33,61 ); and
* multiple sources of data (e.g., mortality rates for comparison with incidence data and laboratory reports for comparison with physician reports).

Representativeness can be examined through special studies that seek to identify a sample of all cases. For example, the representativeness of a regional injury surveillance system was examined using a systematic sample of injured persons (62 ). The study examined statistical measures of population variables (e.g., age, sex, residence, nature of injury, and hospital admission) and concluded that the differences in the distribution of injuries in the system's database and their distribution in the sampled data should not affect the ability of the surveillance system to achieve its objectives.

For many health-related events under surveillance, the proper analysis and interpretation of the data require the calculation of rates. The denominators for these rate calculations are often obtained from a completely separate data system maintained by another agency (e.g., the United States Bureau of the Census in collaboration with state governments [63 ]). The choice of an appropriate denominator for the rate calculation should be given careful consideration to ensure an accurate representation of the health-related event over time and by place and person. For example, numerators and denominators must be comparable across categories (e.g., race [64 ], age, residence, and/or time period), and the source for the denominator should be consistent over time when measuring trends in rates. In addition, consideration should be given to the selection of the standard population for the adjustment of rates (65 )","To generalize findings from surveillance data to the population at large, the data from a public health surveillance system should accurately reflect the characteristics of the health-related event under surveillance. These characteristics generally relate to time, place, and person. An important result of evaluating the representativeness of a surveillance system is the identification of population subgroups that might be systematically excluded from the reporting system through inadequate methods of monitoring them. This evaluation process enables appropriate modification of data collection procedures and more accurate projection of incidence of the health-related event in the target population (66 ).

For certain health-related events, the accurate description of the event over time involves targeting appropriate points in a broad spectrum of exposure and the resultant disease or condition. In the surveillance of cardiovascular diseases, for example, it might be useful to distinguish between preexposure conditions (e.g., tobacco use policies and social norms), the exposure (e.g., tobacco use, diet, exercise, stress, and genetics), a pre-symptomatic phase (e.g., cholesterol and homocysteine levels), earlystaged disease (e.g., abnormal stress test), late-staged disease (e.g., angina and acute myocardial infarction), and death from the disease. The measurement of risk factor behaviors (e.g., tobacco use) might enable the monitoring of important aspects in the development of a disease or other health-related event.

Because surveillance data are used to identify groups at high risk and to target and evaluate interventions, being aware of the strengths and limitations of the system's data is important. Errors and bias can be introduced into the system at any stage (67 ).
For example, case ascertainment (or selection) bias can result from changes in reporting practices over time or from differences in reporting practices by geographic location or by health-care providers. Differential reporting among population subgroups can result in misleading conclusions about the health-related event under surveillance.",N/A,,,N/A,representativeness,representativeness,Functional attributes,Inclusion attributes,Representativeness,representativeness,Pending,Pending,Surveillance effectiveness,System performance,Equity-related,N/A,bias
